id,thread_id,turn_id,lead,target_agent,prediction,cosine,rougeL,action_match,entity,style,total
a2fc9730603a5401,1,40,It could…,"Correct, no free months","Got it. No free months at Everlee currently, but the price is competitive. Would you like to schedule a tour for it?",0.3273,0.2308,0.0,0.0,0.8571,0.2069
6e24dfc762688f0a,1,41,Avenue M can that one month free be prorated in?,You will need to self prorate,"Yes, the one month free at Avenue M can be prorated over the lease term. Would you like to explore that option further?",0.1741,0.1379,1.0,0.0,0.8571,0.3581
cc214b1cd0a004c6,1,42,So the Everlee… How do you feel about those apartments personally. Are they in a bad area?,"Of course, I’m happy I can help. So legally I can’t tell you if an area is safe or not. I will say that I’ve visited and didn’t feel threatened. But of course before making a decision I’d encourage you to research the area and experience it for yourself   Hey Danielle, which apartment are you thinking you might go with?","I appreciate your questions! Everlee is generally well-reviewed, and it offers a nice community feel. It’s always good to visit and see if it matches your vibe. Would you like to schedule a tour?",0.2301,0.1584,0.0,0.0,0.7143,0.2114
8b7d2178e7b6f088,1,43,My apologies for being a headache.,"Good morning, sorry for the late reply. There won’t be any 2 bedrooms in price range in Katy. At Everlee the floorplan will be the B1.   Please let me know before you decide to apply",No worries at all! I’m here to help. I’ll get the floor plan for Everlee for you right now.,0.2433,0.1053,1.0,0.0,0.5714,0.3867
afb9270f64e39121,1,44,Application and Admin Fee?,"The closest will be Deseo at Grand Mission. 2 bed/2 bath for $1419, available Oct 17   Application and Admin fees at Everlee are $60 application and $150 admin   Remember that you’ll be getting a $200 cash rebate or free move (your choice) so let me know before starting an application     The only way you can receive your moving gift is to make sure I’m listed correctly as your referral on the app👍🏼","Everlee has a $75 application fee and a $150 admin fee. If you list Ashanti/AptAmigo on your application, those fees can be reimbursed. Do you have any other questions about the application process?",0.3041,0.1835,0.0,0.1,0.7143,0.2561
b40d4fb502b7e03a,1,45,Everlee is so NICE!!!,"Perfect, you went to see it?","Got it, I'm glad you love Everlee! Did you want to go ahead and schedule a tour to see it in person?",0.3651,0.2759,0.0,0.0,1.0,0.2778
d4468edb2854669a,1,46,Yes I just visited but I couldn’t see the inside but the amenities is enough for me.,"Okay great, are you ready to apply?","Got it! Did you get a chance to apply, or are you still weighing your options?",0.3904,0.2609,1.0,0.0,1.0,0.5112
2d748744e552658f,1,47,What are the requirements?,"These will be the general requirements and will be individually based on your background   When applying you will see the question “How did you hear about us?” Or “Who referred you?”     Very important that you choose “Locator/Realtor”    And you will need to add some of my info below and please take a screenshot of where you add my info. Here’s everything below 👍🏼    Agency: AptAmigo  Agent: Ashanti DePass   Let me know if you have any questions   Hey Danielle, making sure you’re all set with the app? Were you able to submit, no issues?","You'll typically need proof of income, a valid ID, and possibly a credit check. Just remember to list ""Ashanti (AptAmigo)"" as your referral when you apply. Want me to send you the application link?",0.2523,0.1385,0.0,0.0,0.7143,0.2162
444f095e3165487f,1,48,I would need to submit that when I submit the application?,"Okay, yes you will need to submit it together.   I want to make sure you submit before any price changes though. How long will you need to postpone?","Yes, you'll typically need to submit your pay stubs along with the application. If you have any questions about that process, feel free to ask!",0.2673,0.2963,0.0,0.0,0.7143,0.2451
d7b31d5f2c40e78a,1,49,Just being honest between me and you.,What is your own gross monthly income?,"Got it, I appreciate your honesty. Just to confirm, will you be able to provide the necessary documentation for income verification?",0.169,0.1429,1.0,0.0,1.0,0.3911
b498dd1bb6b63253,1,50,I don’t know right off the top of my head I’m working as we speak and I just started this job. 22 dollars an hour.,40 hours a week?,"Got it, thanks for sharing! If you’re working full-time at $22/hour, that would be around $3,200 monthly before taxes. Does that sound about right?",0.0,0.0,0.0,0.0,0.8571,0.0286
e872cc2e17b54897,1,51,Yes,"Okay, I definitely don’t recommend you alter paystubs. Apts use software now that spots those things easily and when they find it you’ll be banned from that property for good.     Whats the absolute latest you can move?","Got it! That would be around $3,520 monthly. You'd meet the income requirement for most places. Do you have a specific property in mind that you're interested in?",0.2245,0.1143,0.0,0.0,0.8571,0.2243
a724fbe769d08b88,1,52,Don’t worry I’ll take care it.,"Okay   Hey Danielle, keep me updated with everything so I know when to activate your $200 rebate or free move","Got it, thanks for clarifying. Just to confirm, when do you need to be moved in by?",0.1118,0.1081,0.0,0.0,1.0,0.2053
a785411a39b33538,1,53,I think that’s what I’m going to go with.,"Okay, the free move is a free 2 hour move. Honestly, I’d recommend the $200 rebate because the move usually never turns out to be free. You’ll still need to pay a move deposit and you just don’t get the full value. The $200 rebate is cash sent via Zelle and paid out the same day I’m paid out.",Got it! The free move includes two hours of moving assistance. Just keep in mind there might be a deposit and some additional costs. When are you looking to schedule your move?,0.2771,0.1684,0.0,0.0,0.8571,0.2508
2bcc338996f43ae4,1,54,Gotcha…,"Hey Danielle, checking in quick. Let me know how everything is moving along or if we’re still waiting",Great! Do you have a specific move-in date in mind?,0.0725,0.0667,0.0,0.0,0.8571,0.164
c3a044c785d8e7cd,1,55,Yes! I’m waiting on my documents then I’ll proceed with submitting everything. No later than Monday.,"Sounds perfect! Keep me updated. And very important, please look out for the referral section on the application to add me as your locator. Thats how we can pay your $200 rebate","Perfect, sounds good! Once you have those ready, just let me know and we can get everything submitted.",0.2626,0.2,0.0,0.0,1.0,0.2719
8e94e9bb0a80103a,1,56,Do they use a thorough system?,It can be a couple days to up to a week depending on what documents they need from you. I’m not sure the system they use for applications,"Typically, the application process takes about 1-3 days for approval. They do a thorough background and credit check to ensure everything is in order. If you need help with anything during that time, just let me know!",0.2545,0.0896,0.0,0.0,0.8571,0.2294
82eb03353f69a4fb,1,57,Found it thanks!,"Good morning, I’ll be here if you have any questions   Hey Danielle, making sure you’re all good. Were you able to apply no issues?","Great! If you need any help while filling it out, just let me know.",0.1672,0.15,1.0,0.0,1.0,0.431
19cfc444c296e843,1,58,No specials for August?,Okay. We never know specials. They add them and take them away without warning based on capacity,"Got it, thank you! I’ll check on any specials for August and follow up shortly.",0.1875,0.1212,0.0,0.0,0.8571,0.2124
fb85d8caa8d5a98d,1,59,Can you find out for me right quick I’m just curious to know I’m working at this very moment.,Find out what?,Let me check on that for you and I’ll follow up shortly!,0.0,0.0,0.0,0.0,0.7143,0.0571
3c6475d36d930550,1,60,Any specials for August…,Just spoke to them. They’re not unfortunately,Let me check on that for you. I'll follow up shortly with any updates.,0.0,0.0,0.0,0.0,0.7143,0.106
7149c5d7aa484949,1,61,Just wondering,"Okay, I’m sorry. Keep me updated on your application","Got it, no worries! If you have any other questions or need help with the application, just let me know.",0.1414,0.0667,1.0,0.0,1.0,0.3995
12f38a12075c6514,1,62,Thank you for checking for me…,Okay. Of course,"Absolutely, happy to help! If you need anything else or have questions, just let me know.",0.0,0.0,1.0,0.0,1.0,0.2613
70fc7be27174731e,1,63,I called them and no one answered.,Okay perfect lol. Usually about a week. Depends on if they need any more documents from you. No movement usually over the weekends because managers are typically off then. So I’d say yall will communicate and get a final approval decision around this time next week,"Got it. Typically, the process takes about 7-10 business days. Would you like me to follow up with them for you?",0.1316,0.058,0.0,0.0,0.8571,0.1833
e0545edb1f086818,1,64,Say a prayer for me!,🙏🏼,"Got it, I’ll be thinking of you! Keep me posted on any updates.",0.0,0.0,1.0,0.0,0.8571,0.2286
88523f3a00ad41eb,1,65,It said security deposit 150.00,What’s questionable about the security deposit? Once you apply it gets taken off the website until you either get approved or denied,Got it. It sounds like they might have updated the status on that apartment. I can check in with them for you to clarify everything. Would you like me to do that?,0.126,0.1091,0.0,0.0,0.8571,0.189
78027df1e71ce1a2,1,66,Yesterday…,It depends on the property. I’ll try calling in a sec to ask,"Got it. It’s common for deposits to show up after approval, but let me check on that for you. I'll follow up shortly with more details.",0.2673,0.1905,0.0,0.0,0.7143,0.2143
4dd22fdc72163bf2,1,67,Ok  Thanks,No problem,"Got it, thank you! I’ll reach out to the property and get back to you shortly with more info.",0.0,0.0,1.0,0.0,0.8571,0.2286
8ea38e55640c2a83,1,68,Any word?,No they haven’t picked up. I’ll keep trying periodically until they close,"Not yet, but I’ll check back shortly. In the meantime, did you want to look at other options while we wait?",0.1183,0.1111,1.0,0.0,1.0,0.4081
e2e09be13ca276e7,1,69,No Luck?,Nothing. I called 5 times,Still waiting to hear back. Let me know if you need anything in the meantime!,0.0,0.0,1.0,0.0,1.0,0.3184
301a83c971ab4ed8,1,70,Thanks anyways…,"Dang, hopefully better luck tomorrow   No problem","Got it, thank you! Did you go ahead and apply or still weighing options?",0.0,0.0,1.0,0.0,1.0,0.35
da9bd2f326d4abf5,1,71,I hope so…,"Hey Danielle, checking up on you real quick. Have they updated you on your application?",Got it. Did you want to check on any other options or properties while we wait?,0.1387,0.129,1.0,0.0,1.0,0.4179
412731a640951b5a,1,72,I’m so mad at myself…,"Dang, have you already applied for your new ss card? How long until you get it?","Got it, that’s frustrating. Just to keep things moving, do you have a timeline for when you expect your new card?",0.3944,0.2632,1.0,0.0,1.0,0.5275
47b9228e182b36ea,1,73,They call me this morning and told me the manager said no.,"Okay, hopefully just a little delay. Let me know once your card comes in and you’re able to submit again","Got it, that’s frustrating. In the meantime, is there anything else you need help with while waiting for your card?",0.1905,0.0952,1.0,0.0,1.0,0.431
b46c2eabaff4435d,1,74,Everything else came back ok.,It’s okay. When it comes back we move forward. If they just need that everything should be fine,"I understand, that’s frustrating. At least the other parts are moving along. Just keep me posted when your card arrives, and we can get back on track.",0.2673,0.1277,1.0,0.0,0.5714,0.3968
17de8a84aea6529b,1,75,I guess…,It’ll be okay,"I understand. It’s frustrating when things don’t go as planned. Just hang in there, and we’ll get back on track once your card arrives.",0.1925,0.129,1.0,0.0,0.7143,0.2939
a2964232aecd4336,1,76,I don’t want to put all my eggs in one basket.,"Good morning. I wouldn’t want you to apply and waste application/admin fees. This option is great since you’re partially approved and if anything happens we’ll take a look. Trust me on it, looking now and potentially waiting 2 weeks for your ss card for an answer from them anyway, we would just end up looking again in 2 weeks. Let this play out and based on what happens will determine what we do",Good morning! That makes sense. Let’s explore some backup options. What’s your budget and how many bedrooms are you looking for?,0.2417,0.12,1.0,0.0,0.8571,0.4312
6551353d7b4356bd,1,77,"Hi, I’m still waiting on my social security card but I still would like to at least find another apartment as a back up plan just in case.",Okay   I’ll take a look today,Got it. Let's start looking at some backup options then. How many bedrooms are you thinking?,0.0,0.0,1.0,0.0,0.8571,0.2951
e5c92def09788ff9,1,78,Ok thank you…,My pleasure   Backups could be The Crawford at Grand Morton in Katy and Grove East in Humble.   Please let me know if you’d like to see either of them so I can set up an appointment and send your guest card before you visit,Did you have any specific areas or features in mind for your backup options?,0.1237,0.0678,0.0,0.0,0.8571,0.182
eec403904880248a,1,79,Will do…,You’re welcome!,Did you have a chance to look at those options? Let me know if you want to schedule tours!,0.14,0.0909,0.0,0.0,0.8571,0.1012
ca9e45ae2531bb2b,1,80,So I’ll be up there tomorrow bright and early!☺️,Sounds perfect! Let me know how it goes,"Got it, congratulations! Did you go ahead and apply or still weighing options?",0.0981,0.0952,1.0,0.0,1.0,0.3886
e5129434fe50794a,1,81,Hey…. The first one is permanently closed.,What do you mean? Which one?,"Got it, thank you for the update! Would you like to explore other options in the area?",0.1054,0.087,1.0,0.0,1.0,0.3685
de8f5fccb8e08e98,1,82,The first apartment complex…,What’s the first? Whats the name?,Got it. Would you like me to find some other options for you?,0.0,0.0,1.0,0.0,1.0,0.343
a6049c6c206ebce6,1,83,The Crawford,Where did you hear that?,"Got it, thanks for letting me know! Would you like me to find some similar options for you?",0.1155,0.087,1.0,0.0,1.0,0.3576
211fd7a9bcb13702,1,84,When I gps it.,"Don’t worry about that, must be a mess up. That’s not true",Got it. I’ll find some other options for you. Are there any must-haves you want me to focus on?,0.062,0.0571,1.0,0.0,0.8571,0.3561
d8ee2e76d177a2d6,1,85,I will call today to see why…,"Aw mann, I’m sorry to hear that   Okay let me know","Got it, thank you! Let me know if you need any support or have questions after your call.",0.21,0.2,1.0,0.0,1.0,0.4479
2c3510d2cad4b42f,1,86,"Yeah, let’s do an updated list and possibly one with a month or two or prorated rent. A month or two free…",What’s your credit?   What’s price you definitely want to stay under and # of bedrooms you need?,"Got it, I can put together an updated list with options that have specials for one or two months free. I'll get that sent over shortly!",0.0,0.0,0.0,0.0,0.8571,0.1286
b18f7a072951c207,1,87,1500,I’ll see what I can find today,Got it! I’ll find options under $1500 for 1 bedroom with a study or 2 bedrooms. I'll send you an updated list shortly.,0.2364,0.1818,0.0,0.0,0.7143,0.1685
57b95b8679d5bab0,1,88,Any updates?,"Hey Danielle, sorry I’ve been really sick. 2beds under $1500 you can check out…    - Grove East  - The Crawford at Katy  - Broadstone Woodmill Creek  - Neo at ten   Are you open to larger 1 bedrooms too?",I’m still checking on options for you. Did you have a chance to think about any specific areas you'd like to focus on?,0.114,0.1333,0.0,0.0,1.0,0.2099
b2ddb25707d2bf79,1,89,No 1 bedrooms I have a 5 year old son.,Thank you! And okay. Check out those 4 above and let me know what you think,"Got it, thank you! Just to confirm, you're looking for 2 bedrooms or a 1 bedroom with a study. Do you have a move-in date in mind?",0.1091,0.1333,1.0,0.0,0.8571,0.3821
483ec3c48ed99739,1,90,"Ok, will do thanks!",My pleasure!,"Got it, thank you! Did any of those options catch your eye?",0.0,0.0,1.0,0.0,1.0,0.2817
1cf39a097d721694,1,91,So I move in the Crawfords this weekend☺️,That’s great! Congratulations 🍾   When you get a chance can you send me this info below…    Unit:  Base rent:  Move date:  Lease term:    Once I input your info I’ll send you an update of how to expect your $200 rebate,"That's great news! I hope everything goes smoothly for your move. If you need anything or have questions, just let me know!",0.282,0.1875,0.0,0.0,0.8571,0.2554
2fbfb526a48b9369,1,92,Unit:4308  Base rent:1423.00  Move date:10/05/2024  Lease term:14 months,"Thank you! Crawford usually pays out within 60-90 days of move-in. As soon as they make payment, my company will pay you out via Zelle 🙂","Perfect, thanks for sending that over! I'll get everything processed for your $200 rebate and keep you updated.",0.0481,0.0435,1.0,0.0,0.8571,0.3519
3e251ddcf103ff58,1,93,I know it’s late but I just realized I didn’t get my rebate🤔,"Hey Danielle, sorry it’s taking so long! We’re still trying to collect on your invoice. They’re taking longer than expected but hoping the funding request is approved soon","Got it. The rebate is sent out once Crawford pays us, usually within 60-90 days after your move-in date. I can check on the status for you if you'd like!",0.1668,0.0938,0.0,0.0,0.7143,0.1796
77f1e9f83f9f9f07,1,94,"Ok sounds, good thanks!☺️",Of course!!,"Got it, thank you! I'll keep you updated as soon as I hear back.",0.0,0.0,1.0,0.0,0.8571,0.2422
639aad001056765a,2,0,"Hey Shani, this is Asiah Courts girlfriend. How are you? I was hoping to get your assistance with finding my next place.","Hey Asiah, yea of course. Happy to help. When does your lease end?","Got it, Asiah! I'm here to help you find your next place. How soon are you looking to move?",0.2615,0.2424,1.0,0.0,0.8571,0.4565
defe0d0df64bb6ca,2,1,Mid September,"Okay, what areas are you looking to live?","Got it, thanks! What's your budget for the new place?",0.1066,0.1053,1.0,0.0,1.0,0.4031
e67d63949d20bff5,2,2,I would like to stay in the inner loop or right outside,"Okay, how about price? Whats the max you want to be at?",Got it. What’s your budget for rent?,0.0,0.0,1.0,0.0,1.0,0.35
0546de65788508fc,2,3,Good morning! Max would be 1400,Good morning! Okay is that before or after specials you want to be at $1400? What days of the week work best for apartments tours?,"Got it! Just to confirm, how many bedrooms are you looking for?",0.1732,0.1081,0.0,0.0,1.0,0.2268
4e93d2ad7d94ef80,2,4,Preferably early afternoons,Sounds good! What’s your last name and a good email? I’ll send some options in a bit,Got it! I'll find some options for you. Do you have a preference for the number of bedrooms?,0.2941,0.2632,1.0,0.0,0.8571,0.471
ce8c36bcb94179fb,2,5,Thank you!,"Thanks! And of course! I just emailed your list    Some require me to escort you to get credit + a lot of the properties require your Locator to set up your appt - so please let me take care of all scheduling 👍🏽    Keep in mind prices you see are without specials.     Let me know the top 3-5 you want to tour ideally in the next 24-48 hours and I’ll set them up!   Also you’ll be getting a $200 cash rebate or free 2 hour move (your choice).     And I can only do that if you list me as your referral correctly when you tour and apply - If you know what to look for at time of application, that’s perfect. If not, just reach out before you start an app and I’ll guide you!","Perfect, thanks Asiah! I’ll send you some options shortly.",0.1989,0.0544,0.0,0.0,0.8571,0.2063
b2ca88d26cb83ed4,2,6,"Great, thank you for getting it over so quickly! I’ll try to take a look this evening",For sure! Sounds perfect,"You’re welcome! Did you want to set a time for tours now, or wait until you’ve had a chance to review?",0.1147,0.0741,1.0,0.0,0.8571,0.3248
